province_name,province_id,owner_name_1763,owner_tag_1763,historical_justification_1763_with_source,current_owner_tag,status,confidence
Grenoble,657,France,FRA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by France (FRA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FRA,OWNED,high
Bischofteinitz,658,Austria,AUS,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Austria (AUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",AUS,OWNED,high
Tarhunah,659,Tripoli,TRI,"N. Africa / Maghreb 1763 (Ottoman regencies + Morocco): province held by Tripoli (TRI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",TRI,OWNED,high
Cherdakly,660,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Muzaffarpur,661,Bihar,BIH,"South Asia 1763 (post-Mughal successors + EIC): province held by Bihar (BIH) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",BIH,OWNED,high
Magadan,662,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Kwangju,663,Korea,KOR,"East Asia 1763 (Qing empire + tributaries): province held by Korea (KOR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",KOR,OWNED,high
Balughart,664,Bengal,BNG,"South Asia 1763 (post-Mughal successors + EIC): province held by Bengal (BNG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",BNG,OWNED,high
Tombali,665,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Chhatrapi,666,Hyderabad,HYD,"South Asia 1763 (post-Mughal successors + EIC): province held by Hyderabad (HYD) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",HYD,OWNED,high
Azgir,667,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Khargone,668,Maratha,MRT,"South Asia 1763 (post-Mughal successors + EIC): province held by Maratha (MRT) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MRT,OWNED,high
Andong,669,Mukden,MKD,"East Asia 1763 (Qing empire + tributaries): province held by Mukden (MKD) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MKD,OWNED,high
Port-au-Prince,670,Haiti,HTI,"North America 1763 (post-Paris colonies + Native nations): province held by Haiti (HTI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",HTI,OWNED,high
Carpentras,671,France,FRA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by France (FRA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FRA,OWNED,high
Kudus,672,Dutch East Indies,DEI,"Maritime SE Asia 1763 (sultanates + VOC): province held by Dutch East Indies (DEI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",DEI,OWNED,high
Zawiya,673,Tripoli,TRI,"N. Africa / Maghreb 1763 (Ottoman regencies + Morocco): province held by Tripoli (TRI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",TRI,OWNED,high
Esperance,674,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Sanawal,675,Ramgarh,RMH,"South Asia 1763 (post-Mughal successors + EIC): province held by Ramgarh (RMH) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",RMH,OWNED,high
Semarang,676,Dutch East Indies,DEI,"Maritime SE Asia 1763 (sultanates + VOC): province held by Dutch East Indies (DEI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",DEI,OWNED,high
Zamthang,677,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
Monaco,678,Monaco,MCO,"Italy 1763 (pre-unification states + republics): province held by Monaco (MCO) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",MCO,OWNED,high
Mokpo,679,Korea,KOR,"East Asia 1763 (Qing empire + tributaries): province held by Korea (KOR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",KOR,OWNED,high
Korliki,680,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Mogochino,681,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Bria,682,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Surat,683,East India Company,EIC,"South Asia 1763 (post-Mughal successors + EIC): province held by East India Company (EIC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",EIC,OWNED,high
Tuscarora,684,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Jérémie,685,Grande Anse,GAS,"North America 1763 (post-Paris colonies + Native nations): province held by Grande Anse (GAS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",GAS,OWNED,high
San José de David,686,Guatemala,GUA,"Latin America 1763 (Spanish viceroyalties / Portuguese Brazil): province held by Guatemala (GUA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/latin_america_1763.md]",GUA,OWNED,high
Budukan,687,Manchuria,MNC,"East Asia 1763 (Qing empire + tributaries): province held by Manchuria (MNC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MNC,OWNED,high
Ravensthorpe,688,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Matanzas,689,New Spain,NSP,"North America 1763 (post-Paris colonies + Native nations): province held by New Spain (NSP) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",NSP,OWNED,high
Lourenco Marques,690,Mozambique,MOZ,"Central Africa 1763 (Kongo / Lunda / Luba): province held by Mozambique (MOZ) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",MOZ,OWNED,high
Dêgê,691,Derge,DER,"East Asia 1763 (Qing empire + tributaries): province held by Derge (DER) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",DER,OWNED,high
Sahara Desert,692,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Massakory,693,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Kirilov,694,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Chintamani,695,Mysore,MYS,"South Asia 1763 (post-Mughal successors + EIC): province held by Mysore (MYS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MYS,OWNED,high
Ranquel,696,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Larecaja,697,Charcas,CHR,"Latin America 1763 (Spanish viceroyalties / Portuguese Brazil): province held by Charcas (CHR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/latin_america_1763.md]",CHR,OWNED,high
Žilina,698,Hungary,HUN,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Hungary (HUN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",HUN,OWNED,high
Kaduy,699,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Lokoja,700,Igala,IGL,"West Africa 1763 (Asante/Oyo/Dahomey + Sahelian states): province held by Igala (IGL) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",IGL,OWNED,high
Erfurt,701,Prussia,PRU,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Prussia (PRU) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",PRU,OWNED,high
Pysket,702,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Fehmarn,703,Holstein,HOL,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Holstein (HOL) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",HOL,OWNED,high
Ayamonte,704,Spain,SPA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Spain (SPA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SPA,OWNED,high
Uralsk,705,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Selino,706,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Briey,707,France,FRA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by France (FRA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FRA,OWNED,high
Teschen,708,Austria,AUS,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Austria (AUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",AUS,OWNED,high
Dallas,709,Caddo,CDD,"North America 1763 (post-Paris colonies + Native nations): province held by Caddo (CDD) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",CDD,OWNED,high
Totma,710,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Kamyzyak,711,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Kassel,712,Hesse-Kassel,HSK,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Hesse-Kassel (HSK) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",HSK,OWNED,high
Khiva,713,Khiva,KHV,"Central Asia 1763 (khanates / Qing frontier): province held by Khiva (KHV) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",KHV,OWNED,high
Litchim,714,Manchuria,MNC,"East Asia 1763 (Qing empire + tributaries): province held by Manchuria (MNC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MNC,OWNED,high
Lineynaya,715,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Nandyal,716,East India Company,EIC,"South Asia 1763 (post-Mughal successors + EIC): province held by East India Company (EIC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",EIC,OWNED,high
Wilkesboro,717,Great Britain (mod: USA — deferred),GBR,"HISTORICALLY GBR: in Feb 1763 the Thirteen Colonies are British (Treaty of Paris). The mod keeps them under USA as the load-bearing anchor of the AI-autonomous US sectional-crisis->Civil War arc (task #93, se_USA_SECTION.txt). FLAG-DEFERRED: correct owner GBR, left as USA by design. See global_province_audit.md 2026-07-20. Src: Calloway, The Scratch of a Pen (2006); Anderson, Crucible of War (2000).",USA,OWNED,high (owner GBR); FLAG-DEFERRED
